1;1
2;1
3;5
4;4
4;7
5;1
6;4
6;7
7;5
8;2
8;4
8;5
9;5
10;4
10;5
11;1
11;5
12;5
13;1
14;4
14;5
14;7
15;4
16;1
17;4
